name,server_name,server_id
Politoed,Team Rocket Skyscraper,1196008510413094952
Hoppip,Team Rocket Skyscraper,1196008510413094952
Skiploom,Team Rocket Skyscraper,1196008510413094952
Jumpluff,Team Rocket Skyscraper,1196008510413094952
Aipom,Team Rocket Skyscraper,1196008510413094952
Sunkern,Team Rocket Skyscraper,1196008510413094952
Sunflora,Team Rocket Skyscraper,1196008510413094952
Yanma,Team Rocket Skyscraper,1196008510413094952
Wooper,Team Rocket Skyscraper,1196008510413094952
Quagsire,Team Rocket Skyscraper,1196008510413094952
Espeon,Doraemon And Nobita,1196802488825815143
Umbreon,Doraemon And Nobita,1196802488825815143
Murkrow,Doraemon And Nobita,1196802488825815143
Slowking,Doraemon And Nobita,1196802488825815143
Misdreavus,Doraemon And Nobita,1196802488825815143
Unown,Doraemon And Nobita,1196802488825815143
Wobbuffet,Doraemon And Nobita,1196802488825815143
Girafarig,Doraemon And Nobita,1196802488825815143
Pineco,Doraemon And Nobita,1196802488825815143
Forretress,Doraemon And Nobita,1196802488825815143
Dunsparce,Doraemon And Nobita,1196802488825815143
Gligar,Doraemon And Nobita,1196802488825815143
Steelix,Doraemon And Nobita,1196802488825815143
Snubbull,Doraemon And Nobita,1196802488825815143
Granbull,Doraemon And Nobita,1196802488825815143
Qwilfish,Doraemon And Nobita,1196802488825815143
Scizor,Doraemon And Nobita,1196802488825815143
Shuckle,Doraemon And Nobita,1196802488825815143
Heracross,Doraemon And Nobita,1196802488825815143
Sneasel,Doraemon And Nobita,1196802488825815143
Teddiursa,Doraemon And Nobita,1196802488825815143
Ursaring,Doraemon And Nobita,1196802488825815143
Slugma,Doraemon And Nobita,1196802488825815143
Magcargo,Doraemon And Nobita,1196802488825815143
Swinub,Doraemon And Nobita,1196802488825815143
Piloswine,Doraemon And Nobita,1196802488825815143
Corsola,Doraemon And Nobita,1196802488825815143
Remoraid,Doraemon And Nobita,1196802488825815143
Octillery,Doraemon And Nobita,1196802488825815143
Delibird,Doraemon And Nobita,1196802488825815143
Mantine,Doraemon And Nobita,1196802488825815143
Skarmory,Doraemon And Nobita,1196802488825815143
Houndour,Doraemon And Nobita,1196802488825815143
Houndoom,Doraemon And Nobita,1196802488825815143
Kingdra,Doraemon And Nobita,1196802488825815143
Phanpy,Doraemon And Nobita,1196802488825815143
Donphan,Doraemon And Nobita,1196802488825815143
Porygon2,Doraemon And Nobita,1196802488825815143
Stantler,Doraemon And Nobita,1196802488825815143
Smeargle,Doraemon And Nobita,1196802488825815143
Tyrogue,Doraemon And Nobita,1196802488825815143
Hitmontop,Doraemon And Nobita,1196802488825815143
Smoochum,Doraemon And Nobita,1196802488825815143
Elekid,Doraemon And Nobita,1196802488825815143
Magby,Doraemon And Nobita,1196802488825815143
Miltank,Doraemon And Nobita,1196802488825815143
Blissey,Doraemon And Nobita,1196802488825815143
Raikou,Doraemon And Nobita,1196802488825815143
Entei,Doraemon And Nobita,1196802488825815143
Suicune,Meowth's Incenses,1211318741871370331
Larvitar,Meowth's Incenses,1211318741871370331
Pupitar,Meowth's Incenses,1211318741871370331
Tyranitar,Meowth's Incenses,1211318741871370331
Lugia,Meowth's Incenses,1211318741871370331
Ho-Oh,Meowth's Incenses,1211318741871370331
Celebi,Meowth's Incenses,1211318741871370331
Treecko,Meowth's Incenses,1211318741871370331
Grovyle,Meowth's Incenses,1211318741871370331
Sceptile,Meowth's Incenses,1211318741871370331
Torchic,Meowth's Incenses,1211318741871370331
Combusken,Meowth's Incenses,1211318741871370331
Blaziken,Meowth's Incenses,1211318741871370331
Mudkip,Meowth's Incenses,1211318741871370331
Marshtomp,Meowth's Incenses,1211318741871370331
Swampert,Meowth's Incenses,1211318741871370331
Poochyena,Meowth's Incenses,1211318741871370331
Mightyena,Meowth's Incenses,1211318741871370331
Zigzagoon,Meowth's Incenses,1211318741871370331
Linoone,Meowth's Incenses,1211318741871370331
Wurmple,Meowth's Incenses,1211318741871370331
Silcoon,Meowth's Incenses,1211318741871370331
Beautifly,Meowth's Incenses,1211318741871370331
Cascoon,Meowth's Incenses,1211318741871370331
Dustox,Meowth's Incenses,1211318741871370331
Lotad,Meowth's Incenses,1211318741871370331
Lombre,Meowth's Incenses,1211318741871370331
Ludicolo,Meowth's Incenses,1211318741871370331
Seedot,Meowth's Incenses,1211318741871370331
Nuzleaf,Meowth's Incenses,1211318741871370331
Shiftry,Meowth's Incenses,1211318741871370331
Taillow,Meowth's Incenses,1211318741871370331
Swellow,Meowth's Incenses,1211318741871370331
Wingull,Meowth's Incenses,1211318741871370331
Pelipper,Meowth's Incenses,1211318741871370331
Ralts,Meowth's Incenses,1211318741871370331
Kirlia,Meowth's Incenses,1211318741871370331
Gardevoir,Meowth's Incenses,1211318741871370331
Surskit,Meowth's Incenses,1211318741871370331
Masquerain,Meowth's Incenses,1211318741871370331
Shroomish,Meowth's Incenses,1211318741871370331
Breloom,Meowth's Incenses,1211318741871370331
Slakoth,Meowth's Incenses,1211318741871370331
Vigoroth,Meowth's Incenses,1211318741871370331
Slaking,Meowth's Incenses,1211318741871370331
Nincada,Meowth's Incenses,1211318741871370331
Ninjask,Meowth's Incenses,1211318741871370331
Shedinja,Meowth's Incenses,1211318741871370331
Whismur,Meowth's Incenses,1211318741871370331
Loudred,Chikorita server,1346443843670904853
Exploud,Chikorita server,1346443843670904853
Makuhita,Chikorita server,1346443843670904853
Hariyama,Chikorita server,1346443843670904853
Azurill,Chikorita server,1346443843670904853
Nosepass,Chikorita server,1346443843670904853
Skitty,Chikorita server,1346443843670904853
Delcatty,Chikorita server,1346443843670904853
Sableye,Chikorita server,1346443843670904853
Mawile,Chikorita server,1346443843670904853
Aron,Chikorita server,1346443843670904853
Lairon,Chikorita server,1346443843670904853
Aggron,Chikorita server,1346443843670904853
Meditite,Chikorita server,1346443843670904853
Medicham,Chikorita server,1346443843670904853
Electrike,Chikorita server,1346443843670904853
Manectric,Chikorita server,1346443843670904853
Plusle,Chikorita server,1346443843670904853
Minun,Chikorita server,1346443843670904853
Volbeat,Chikorita server,1346443843670904853
Illumise,Chikorita server,1346443843670904853
Roselia,Chikorita server,1346443843670904853
Gulpin,Chikorita server,1346443843670904853
Swalot,Chikorita server,1346443843670904853
Carvanha,Chikorita server,1346443843670904853
Sharpedo,Chikorita server,1346443843670904853
Wailmer,Chikorita server,1346443843670904853
Wailord,Chikorita server,1346443843670904853
Numel,Chikorita server,1346443843670904853
Camerupt,Chikorita server,1346443843670904853
Torkoal,Chikorita server,1346443843670904853
Spoink,Chikorita server,1346443843670904853
Grumpig,Chikorita server,1346443843670904853
Spinda,Chikorita server,1346443843670904853
Trapinch,Chikorita server,1346443843670904853
Vibrava,Chikorita server,1346443843670904853
Flygon,Chikorita server,1346443843670904853
Cacnea,Chikorita server,1346443843670904853
Cacturne,Chikorita server,1346443843670904853
Swablu,Chikorita server,1346443843670904853
Altaria,Chikorita server,1346443843670904853
Zangoose,Chikorita server,1346443843670904853
Seviper,Chikorita server,1346443843670904853
Lunatone,Chikorita server,1346443843670904853
Solrock,Chikorita server,1346443843670904853
Barboach,Chikorita server,1346443843670904853
Whiscash,Chikorita server,1346443843670904853
Corphish,Chikorita server,1346443843670904853
Crawdaunt,Chikorita server,1346443843670904853
Baltoy,TeamRocket Hideout,1349646566448693312
Claydol,TeamRocket Hideout,1349646566448693312
Lileep,TeamRocket Hideout,1349646566448693312
Cradily,TeamRocket Hideout,1349646566448693312
Anorith,TeamRocket Hideout,1349646566448693312
Armaldo,TeamRocket Hideout,1349646566448693312
Feebas,TeamRocket Hideout,1349646566448693312
Milotic,TeamRocket Hideout,1349646566448693312
Castform,TeamRocket Hideout,1349646566448693312
Kecleon,TeamRocket Hideout,1349646566448693312
Shuppet,TeamRocket Hideout,1349646566448693312
Banette,TeamRocket Hideout,1349646566448693312
Duskull,TeamRocket Hideout,1349646566448693312
Dusclops,TeamRocket Hideout,1349646566448693312
Tropius,TeamRocket Hideout,1349646566448693312
Chimecho,TeamRocket Hideout,1349646566448693312
Absol,TeamRocket Hideout,1349646566448693312
Wynaut,TeamRocket Hideout,1349646566448693312
Snorunt,TeamRocket Hideout,1349646566448693312
Glalie,TeamRocket Hideout,1349646566448693312
Spheal,TeamRocket Hideout,1349646566448693312
Sealeo,TeamRocket Hideout,1349646566448693312
Walrein,TeamRocket Hideout,1349646566448693312
Clamperl,TeamRocket Hideout,1349646566448693312
Huntail,TeamRocket Hideout,1349646566448693312
Gorebyss,TeamRocket Hideout,1349646566448693312
Relicanth,TeamRocket Hideout,1349646566448693312
Luvdisc,TeamRocket Hideout,1349646566448693312
Bagon,TeamRocket Hideout,1349646566448693312
Shelgon,TeamRocket Hideout,1349646566448693312
Salamence,TeamRocket Hideout,1349646566448693312
Beldum,TeamRocket Hideout,1349646566448693312
Metang,TeamRocket Hideout,1349646566448693312
Metagross,TeamRocket Hideout,1349646566448693312
Regirock,TeamRocket Hideout,1349646566448693312
Regice,TeamRocket Hideout,1349646566448693312
Registeel,TeamRocket Hideout,1349646566448693312
Latias,TeamRocket Hideout,1349646566448693312
Latios,TeamRocket Hideout,1349646566448693312
Kyogre,TeamRocket Hideout,1349646566448693312
Groudon,TeamRocket Hideout,1349646566448693312
Rayquaza,TeamRocket Hideout,1349646566448693312
Jirachi,TeamRocket Hideout,1349646566448693312
Deoxys,TeamRocket Hideout,1349646566448693312
Turtwig,TeamRocket Hideout,1349646566448693312
Grotle,TeamRocket Hideout,1349646566448693312
Torterra,TeamRocket Hideout,1349646566448693312
Chimchar,TeamRocket Hideout,1349646566448693312
Monferno,TeamRocket Hideout,1349646566448693312
Infernape,Torrent Quaxly,1363784317763063828
Piplup,Torrent Quaxly,1363784317763063828
Prinplup,Torrent Quaxly,1363784317763063828
Empoleon,Torrent Quaxly,1363784317763063828
Starly,Torrent Quaxly,1363784317763063828
Staravia,Torrent Quaxly,1363784317763063828
Staraptor,Torrent Quaxly,1363784317763063828
Bidoof,Torrent Quaxly,1363784317763063828
Bibarel,Torrent Quaxly,1363784317763063828
Kricketot,Torrent Quaxly,1363784317763063828
Kricketune,Torrent Quaxly,1363784317763063828
Shinx,Torrent Quaxly,1363784317763063828
Luxio,Torrent Quaxly,1363784317763063828
Luxray,Torrent Quaxly,1363784317763063828
Budew,Torrent Quaxly,1363784317763063828
Roserade,Torrent Quaxly,1363784317763063828
Cranidos,Torrent Quaxly,1363784317763063828
Rampardos,Torrent Quaxly,1363784317763063828
Shieldon,Torrent Quaxly,1363784317763063828
Bastiodon,Torrent Quaxly,1363784317763063828
Burmy,Torrent Quaxly,1363784317763063828
Wormadam,Torrent Quaxly,1363784317763063828
Mothim,Torrent Quaxly,1363784317763063828
Combee,Torrent Quaxly,1363784317763063828
Vespiquen,Torrent Quaxly,1363784317763063828
Pachirisu,Torrent Quaxly,1363784317763063828
Buizel,Torrent Quaxly,1363784317763063828
Floatzel,Torrent Quaxly,1363784317763063828
Cherubi,Torrent Quaxly,1363784317763063828
Cherrim,Torrent Quaxly,1363784317763063828
Shellos,Torrent Quaxly,1363784317763063828
Gastrodon,Torrent Quaxly,1363784317763063828
Ambipom,Torrent Quaxly,1363784317763063828
Drifloon,Torrent Quaxly,1363784317763063828
Drifblim,Torrent Quaxly,1363784317763063828
Buneary,Torrent Quaxly,1363784317763063828
Lopunny,Torrent Quaxly,1363784317763063828
Mismagius,Torrent Quaxly,1363784317763063828
Honchkrow,Torrent Quaxly,1363784317763063828
Glameow,Torrent Quaxly,1363784317763063828
Purugly,Torrent Quaxly,1363784317763063828
Chingling,Torrent Quaxly,1363784317763063828
Stunky,Torrent Quaxly,1363784317763063828
Skuntank,Torrent Quaxly,1363784317763063828
Bronzor,Torrent Quaxly,1363784317763063828
Bronzong,Torrent Quaxly,1363784317763063828
Bonsly,Torrent Quaxly,1363784317763063828
Mime Jr.,Torrent Quaxly,1363784317763063828
Happiny,Torrent Quaxly,1363784317763063828
Chatot,Rowlet panic,1363819203756425438
Spiritomb,Rowlet panic,1363819203756425438
Gible,Rowlet panic,1363819203756425438
Gabite,Rowlet panic,1363819203756425438
Garchomp,Rowlet panic,1363819203756425438
Munchlax,Rowlet panic,1363819203756425438
Riolu,Rowlet panic,1363819203756425438
Lucario,Rowlet panic,1363819203756425438
Hippopotas,Rowlet panic,1363819203756425438
Hippowdon,Rowlet panic,1363819203756425438
Skorupi,Rowlet panic,1363819203756425438
Drapion,Rowlet panic,1363819203756425438
Croagunk,Rowlet panic,1363819203756425438
Toxicroak,Rowlet panic,1363819203756425438
Carnivine,Rowlet panic,1363819203756425438
Finneon,Rowlet panic,1363819203756425438
Lumineon,Rowlet panic,1363819203756425438
Mantyke,Rowlet panic,1363819203756425438
Snover,Rowlet panic,1363819203756425438
Abomasnow,Rowlet panic,1363819203756425438
Weavile,Rowlet panic,1363819203756425438
Magnezone,Rowlet panic,1363819203756425438
Lickilicky,Rowlet panic,1363819203756425438
Rhyperior,Rowlet panic,1363819203756425438
Tangrowth,Rowlet panic,1363819203756425438
Electivire,Rowlet panic,1363819203756425438
Magmortar,Rowlet panic,1363819203756425438
Togekiss,Rowlet panic,1363819203756425438
Yanmega,Rowlet panic,1363819203756425438
Leafeon,Rowlet panic,1363819203756425438
Glaceon,Rowlet panic,1363819203756425438
Gliscor,Rowlet panic,1363819203756425438
Mamoswine,Rowlet panic,1363819203756425438
Porygon-Z,Rowlet panic,1363819203756425438
Gallade,Rowlet panic,1363819203756425438
Probopass,Rowlet panic,1363819203756425438
Dusknoir,Rowlet panic,1363819203756425438
Froslass,Rowlet panic,1363819203756425438
Rotom,Rowlet panic,1363819203756425438
Uxie,Rowlet panic,1363819203756425438
Mesprit,Rowlet panic,1363819203756425438
Azelf,Rowlet panic,1363819203756425438
Dialga,Rowlet panic,1363819203756425438
Palkia,Rowlet panic,1363819203756425438
Heatran,Rowlet panic,1363819203756425438
Regigigas,Rowlet panic,1363819203756425438
Giratina,Rowlet panic,1363819203756425438
Cresselia,Rowlet panic,1363819203756425438
Phione,Rowlet panic,1363819203756425438
Manaphy,Black 1,1378317792310333511
Darkrai,Black 1,1378317792310333511
Shaymin,Black 1,1378317792310333511
Arceus,Black 1,1378317792310333511
Victini,Black 1,1378317792310333511
Snivy,Black 1,1378317792310333511
Servine,Black 1,1378317792310333511
Serperior,Black 1,1378317792310333511
Tepig,Black 1,1378317792310333511
Pignite,Black 1,1378317792310333511
Emboar,Black 1,1378317792310333511
Oshawott,Black 1,1378317792310333511
Dewott,Black 1,1378317792310333511
Samurott,Black 1,1378317792310333511
Patrat,Black 1,1378317792310333511
Watchog,Black 1,1378317792310333511
Lillipup,Black 1,1378317792310333511
Herdier,Black 1,1378317792310333511
Stoutland,Black 1,1378317792310333511
Purrloin,Black 1,1378317792310333511
Liepard,Black 1,1378317792310333511
Pansage,Black 1,1378317792310333511
Simisage,Black 1,1378317792310333511
Pansear,Black 1,1378317792310333511
Simisear,Black 1,1378317792310333511
Panpour,Black 1,1378317792310333511
Simipour,Black 1,1378317792310333511
Munna,Black 1,1378317792310333511
Musharna,Black 1,1378317792310333511
Pidove,Black 1,1378317792310333511
Tranquill,Black 1,1378317792310333511
Unfezant,Black 1,1378317792310333511
Blitzle,Black 1,1378317792310333511
Zebstrika,Black 1,1378317792310333511
Roggenrola,Black 1,1378317792310333511
Boldore,Black 1,1378317792310333511
Gigalith,Black 1,1378317792310333511
Woobat,Black 1,1378317792310333511
Swoobat,Black 1,1378317792310333511
Drilbur,Black 1,1378317792310333511
Excadrill,Black 1,1378317792310333511
Audino,Black 1,1378317792310333511
Timburr,Black 1,1378317792310333511
Gurdurr,Black 1,1378317792310333511
Conkeldurr,Black 1,1378317792310333511
Tympole,Black 1,1378317792310333511
Palpitoad,Black 1,1378317792310333511
Seismitoad,Black 1,1378317792310333511
Throh,Black 1,1378317792310333511
Sawk,Black 2,1378318607523778610
Sewaddle,Black 2,1378318607523778610
Swadloon,Black 2,1378318607523778610
Leavanny,Black 2,1378318607523778610
Venipede,Black 2,1378318607523778610
Whirlipede,Black 2,1378318607523778610
Scolipede,Black 2,1378318607523778610
Cottonee,Black 2,1378318607523778610
Whimsicott,Black 2,1378318607523778610
Petilil,Black 2,1378318607523778610
Lilligant,Black 2,1378318607523778610
Basculin,Black 2,1378318607523778610
Sandile,Black 2,1378318607523778610
Krokorok,Black 2,1378318607523778610
Krookodile,Black 2,1378318607523778610
Darumaka,Black 2,1378318607523778610
Darmanitan,Black 2,1378318607523778610
Maractus,Black 2,1378318607523778610
Dwebble,Black 2,1378318607523778610
Crustle,Black 2,1378318607523778610
Scraggy,Black 2,1378318607523778610
Scrafty,Black 2,1378318607523778610
Sigilyph,Black 2,1378318607523778610
Yamask,Black 2,1378318607523778610
Cofagrigus,Black 2,1378318607523778610
Tirtouga,Black 2,1378318607523778610
Carracosta,Black 2,1378318607523778610
Archen,Black 2,1378318607523778610
Archeops,Black 2,1378318607523778610
Trubbish,Black 2,1378318607523778610
Garbodor,Black 2,1378318607523778610
Zorua,Black 2,1378318607523778610
Zoroark,Black 2,1378318607523778610
Minccino,Black 2,1378318607523778610
Cinccino,Black 2,1378318607523778610
Gothita,Black 2,1378318607523778610
Gothorita,Black 2,1378318607523778610
Gothitelle,Black 2,1378318607523778610
Solosis,Black 2,1378318607523778610
Duosion,Black 2,1378318607523778610
Reuniclus,Black 2,1378318607523778610
Ducklett,Black 2,1378318607523778610
Swanna,Black 2,1378318607523778610
Vanillite,Black 2,1378318607523778610
Vanillish,Black 2,1378318607523778610
Vanilluxe,Black 2,1378318607523778610
Deerling,Black 2,1378318607523778610
Sawsbuck,Black 2,1378318607523778610
Emolga,Black 2,1378318607523778610
Karrablast,Black 2,1378318607523778610
Escavalier,Black 3,1378318973057237083
Foongus,Black 3,1378318973057237083
Amoonguss,Black 3,1378318973057237083
Frillish,Black 3,1378318973057237083
Jellicent,Black 3,1378318973057237083
Alomomola,Black 3,1378318973057237083
Joltik,Black 3,1378318973057237083
Galvantula,Black 3,1378318973057237083
Ferroseed,Black 3,1378318973057237083
Ferrothorn,Black 3,1378318973057237083
Klink,Black 3,1378318973057237083
Klang,Black 3,1378318973057237083
Klinklang,Black 3,1378318973057237083
Tynamo,Black 3,1378318973057237083
Eelektrik,Black 3,1378318973057237083
Eelektross,Black 3,1378318973057237083
Elgyem,Black 3,1378318973057237083
Beheeyem,Black 3,1378318973057237083
Litwick,Black 3,1378318973057237083
Lampent,Black 3,1378318973057237083
Chandelure,Black 3,1378318973057237083
Axew,Black 3,1378318973057237083
Fraxure,Black 3,1378318973057237083
Haxorus,Black 3,1378318973057237083
Cubchoo,Black 3,1378318973057237083
Beartic,Black 3,1378318973057237083
Cryogonal,Black 3,1378318973057237083
Shelmet,Black 3,1378318973057237083
Accelgor,Black 3,1378318973057237083
Stunfisk,Black 3,1378318973057237083
Mienfoo,Black 3,1378318973057237083
Mienshao,Black 3,1378318973057237083
Druddigon,Black 3,1378318973057237083
Golett,Black 3,1378318973057237083
Golurk,Black 3,1378318973057237083
Pawniard,Black 3,1378318973057237083
Bisharp,Black 3,1378318973057237083
Bouffalant,Black 3,1378318973057237083
Rufflet,Black 3,1378318973057237083
Braviary,Black 3,1378318973057237083
Vullaby,Black 3,1378318973057237083
Mandibuzz,Black 3,1378318973057237083
Heatmor,Black 3,1378318973057237083
Durant,Black 3,1378318973057237083
Deino,Black 3,1378318973057237083
Zweilous,Black 3,1378318973057237083
